"","population","population.number","temperature","well.ID","r.gt","r.best.model"
"614","35",26,28,"D07_51",1.89697552795203,"gr.sat"
"615","35",26,28,"D08_51",2.39303817299813,"gr.sat"
"616","35",26,28,"F07_51",1.62391253729603,"gr.sat"
"617","35",26,34,"C04_66",3.37745109360019,"gr.sat"
"618","35",26,34,"D07_66",2.9775167550073,"gr.sat"
"619","35",26,34,"D08_66",3.16804898754844,"gr.sat"
"620","35",26,34,"F07_66",3.25186569733635,"gr.sat"
"621","35",26,40,"C04_81",-0.342093175665987,"gr"
"622","35",26,40,"D07_81",-0.437506099648416,"gr"
"623","35",26,40,"D08_81",-0.548551335916898,"gr"
"624","35",26,40,"F07_81",-0.450750600409204,"gr"
"625","4",27,10,"B03_6",0.332618294120753,"gr"
"626","4",27,10,"D04_6",0.431041247762271,"gr"
"627","4",27,10,"D10_6",0.365549002360343,"gr"
"628","4",27,10,"F03_6",0.551045285594821,"gr.lag"
"629","4",27,16,"B03_21",1.45010647020241,"gr.lagsat"
"630","4",27,16,"D04_21",0.663763622471598,"gr"
"631","4",27,16,"D10_21",0.608492777132579,"gr"
"632","4",27,16,"F03_21",0.593776493992824,"gr"
"633","4",27,22,"B03_36",1.66876306270737,"gr.sat"
"634","4",27,22,"D04_36",1.71914210841713,"gr.sat"
"635","4",27,22,"D10_36",1.69079819960866,"gr.sat"
"636","4",27,22,"F03_36",1.69967528890822,"gr.sat"
"637","4",27,28,"B03_51",2.73004733890579,"gr.sat"
"638","4",27,28,"D04_51",2.24121980191509,"gr.sat"
"639","4",27,28,"D10_51",2.42188637498794,"gr.sat"
"640","4",27,28,"F03_51",2.15620701322539,"gr.sat"
"641","4",27,34,"B03_66",5.51306759965492,"gr.lagsat"
"642","4",27,34,"D04_66",3.78012236743638,"gr.sat"
"643","4",27,34,"D10_66",3.5982095103156,"gr.sat"
"644","4",27,34,"F03_66",3.89783388024374,"gr.sat"
"645","4",27,40,"B03_81",-0.578599213020801,"gr"
"646","4",27,40,"D04_81",-0.6118470148002,"gr"
"647","4",27,40,"D10_81",-0.633876026363213,"gr"
"648","4",27,40,"F03_81",-0.727582720894003,"gr"
"649","5",28,10,"B09_11",0.413145046337074,"gr"
"650","5",28,10,"C04_11",0.452603977293099,"gr"
"651","5",28,10,"D06_11",0.428405795427989,"gr"
"652","5",28,10,"E10_11",0.432018757607071,"gr"
"653","5",28,16,"B09_26",0.985018353804159,"gr.sat"
"654","5",28,16,"C04_26",1.09218645744669,"gr.sat"
"655","5",28,16,"D06_26",0.587781982588084,"gr"
"656","5",28,16,"E10_26",1.36959537152695,"gr.lagsat"
"657","5",28,22,"B09_41",1.96515658689132,"gr.lagsat"
"658","5",28,22,"C04_41",1.90665017717523,"gr.sat"
"659","5",28,22,"D06_41",1.48482591766669,"gr.sat"
"660","5",28,22,"E10_41",1.44347915307423,"gr.sat"
"661","5",28,28,"B09_56",2.56421005299723,"gr.sat"
"662","5",28,28,"C04_56",3.54048294108713,"gr.sat"
"663","5",28,28,"D06_56",2.42954193229296,"gr.sat"
"664","5",28,28,"E10_56",2.59917515757191,"gr.sat"
"665","5",28,34,"B09_71",4.13526390337011,"gr.sat"
"666","5",28,34,"C04_71",3.72147162954329,"gr.sat"
"667","5",28,34,"D06_71",3.74143243566769,"gr.sat"
"668","5",28,34,"E10_71",3.64775034291779,"gr.sat"
"669","5",28,40,"B09_86",-0.766876341610197,"gr"
"670","5",28,40,"C04_86",-0.805785206313078,"gr"
"671","5",28,40,"D06_86",-0.689011529773802,"gr"
"672","5",28,40,"E10_86",-0.750193171066787,"gr"
"673","6",29,10,"C02_1",0.399052492105786,"gr"
"674","6",29,10,"C09_1",0.358888840484505,"gr"
"675","6",29,10,"E09_1",0.340521645188801,"gr"
"676","6",29,10,"F04_1",0.350155752158727,"gr"
"677","6",29,16,"C02_16",0.969387015501578,"gr.sat"
"678","6",29,16,"C09_16",0.893165873556551,"gr.sat"
"679","6",29,16,"E09_16",0.913486296335946,"gr.sat"
"680","6",29,16,"F04_16",0.903492185570853,"gr.sat"
"681","6",29,22,"C02_31",1.73101132000049,"gr.sat"
"682","6",29,22,"C09_31",1.58685599221789,"gr.sat"
"683","6",29,22,"E09_31",1.55946331729649,"gr.sat"
"684","6",29,22,"F04_31",1.47344152281701,"gr.sat"
"685","6",29,28,"C02_46",2.73237471211181,"gr.sat"
"686","6",29,28,"C09_46",2.79096653133953,"gr.sat"
"687","6",29,28,"E09_46",2.67304226915872,"gr.sat"
"688","6",29,28,"F04_46",2.02989272608216,"gr.sat"
"689","6",29,34,"C02_61",3.99719285252128,"gr.sat"
"690","6",29,34,"C09_61",3.64369585818759,"gr.sat"
"691","6",29,34,"E09_61",3.61850619327771,"gr.sat"
"692","6",29,34,"F04_61",3.39887707987666,"gr.sat"
"693","6",29,40,"C02_76",-0.796014426694386,"gr"
"694","6",29,40,"C09_76",-0.781885082333455,"gr"
"695","6",29,40,"E09_76",1e-04,"gr.lagsat"
"696","6",29,40,"F04_76",1e-04,"gr.lagsat"
"697","7",30,10,"B08_11",0.372140843431323,"gr"
"698","7",30,10,"C07_11",0.398011822951368,"gr"
"699","7",30,10,"D10_11",0.361608015401238,"gr"
"700","7",30,10,"F03_11",0.441712244678665,"gr"
"701","7",30,16,"B08_26",1.08537701028046,"gr.sat"
"702","7",30,16,"C07_26",0.976676151193961,"gr.sat"
"703","7",30,16,"D10_26",0.974400457278046,"gr.sat"
"704","7",30,16,"F03_26",0.946641039500083,"gr.sat"
"705","7",30,22,"B08_41",1.78513962537084,"gr.sat"
"706","7",30,22,"C07_41",1.6792793788715,"gr.sat"
"707","7",30,22,"D10_41",1.63903620431738,"gr.sat"
"708","7",30,22,"F03_41",1.31253561051063,"gr.sat"
"709","7",30,28,"B08_56",2.86074617224256,"gr.sat"
"710","7",30,28,"C07_56",3.33927526049762,"gr.sat"
"711","7",30,28,"D10_56",2.96234040842472,"gr.sat"
"712","7",30,28,"F03_56",2.92143463244553,"gr.sat"
"713","7",30,34,"B08_71",3.77812726292555,"gr.sat"
"714","7",30,34,"C07_71",3.88917063822175,"gr.sat"
"715","7",30,34,"D10_71",3.48179229006737,"gr.sat"
"716","7",30,34,"F03_71",3.10929909145427,"gr.sat"
"717","7",30,40,"B08_86",-0.628774651054915,"gr"
"718","7",30,40,"C07_86",-0.776995398583023,"gr"
"719","7",30,40,"D10_86",-0.726635348670625,"gr"
"720","7",30,40,"F03_86",-0.793425179502233,"gr"
"721","8",31,10,"B05_1",0.359866518999621,"gr"
"722","8",31,10,"D03_1",0.409425202144774,"gr"
"723","8",31,10,"E10_1",0.396380636975954,"gr"
"724","8",31,10,"F06_1",0.346502172762462,"gr"
"725","8",31,16,"B05_16",0.998756336694596,"gr.lagsat"
"726","8",31,16,"D03_16",0.566625681202039,"gr"
"727","8",31,16,"E10_16",0.531937691858511,"gr"
"728","8",31,16,"F06_16",0.936488456138258,"gr.lagsat"
"729","8",31,22,"B05_31",1.62359067734725,"gr.sat"
"730","8",31,22,"D03_31",1.62716674703359,"gr.sat"
"731","8",31,22,"E10_31",1.22858567841565,"gr.sat"
"732","8",31,22,"F06_31",1.50135899165478,"gr.sat"
"733","8",31,28,"B05_46",3.10548213416618,"gr.sat"
"734","8",31,28,"D03_46",3.1272347957315,"gr.sat"
"735","8",31,28,"E10_46",2.75491023470359,"gr.sat"
"736","8",31,28,"F06_46",2.36625973914502,"gr.sat"
"737","8",31,34,"B05_61",3.99774967815225,"gr.sat"
"738","8",31,34,"D03_61",3.62947251189595,"gr.sat"
"739","8",31,34,"E10_61",3.54886161033178,"gr.sat"
"740","8",31,34,"F06_61",3.48145762595684,"gr.sat"
"741","8",31,40,"B05_76",1e-04,"gr.lagsat"
"742","8",31,40,"D03_76",1e-04,"gr.lagsat"
"743","8",31,40,"E10_76",-0.905212513016009,"gr"
"744","8",31,40,"F06_76",-0.711691336204638,"gr"
"745","9",32,10,"C03_6",0.416175699694495,"gr"
"746","9",32,10,"D05_6",0.411140533024578,"gr"
"747","9",32,10,"E08_6",0.380353399922833,"gr"
"748","9",32,10,"G03_6",0.330880843937668,"gr"
"749","9",32,16,"C03_21",1.06417523712701,"gr.sat"
"750","9",32,16,"D05_21",1.03225653969301,"gr.sat"
"751","9",32,16,"E08_21",1.02527711303139,"gr.sat"
"752","9",32,16,"G03_21",0.530742385337955,"gr"
"753","9",32,22,"C03_36",2.25264014266848,"gr.sat"
"754","9",32,22,"D05_36",2.09909294786025,"gr.sat"
"755","9",32,22,"E08_36",2.00989569590528,"gr.sat"
"756","9",32,22,"G03_36",1.72810863018615,"gr.sat"
"757","9",32,28,"C03_51",3.27039161534471,"gr.sat"
"758","9",32,28,"D05_51",1.84087306206611,"gr.sat"
"759","9",32,28,"E08_51",3.30061457548278,"gr.sat"
"760","9",32,28,"G03_51",2.13710982582692,"gr.sat"
"761","9",32,34,"C03_66",3.39876724453852,"gr.sat"
"762","9",32,34,"D05_66",3.81558114872808,"gr.sat"
"763","9",32,34,"E08_66",2.88218185257965,"gr.sat"
"764","9",32,34,"G03_66",3.18530177871538,"gr.sat"
"765","9",32,40,"C03_81",-1.20991197219828,"gr"
"766","9",32,40,"D05_81",-0.987882191439778,"gr"
"767","9",32,40,"E08_81",-0.832675891061839,"gr"
"768","9",32,40,"G03_81",-0.948091726863262,"gr"
"769","anc2",33,10,"B06_6",0.383089259199241,"gr"
"770","anc2",33,10,"C10_6",0.39571726807423,"gr"
"771","anc2",33,10,"E05_6",0.357479121097909,"gr"
"772","anc2",33,10,"F10_6",0.382961201391002,"gr"
"773","anc2",33,16,"B06_21",1.00939509650533,"gr.sat"
"774","anc2",33,16,"C10_21",1.07333045186765,"gr.sat"
"775","anc2",33,16,"E05_21",1.22573827202465,"gr.sat"
"776","anc2",33,16,"F10_21",1.05671722628834,"gr.sat"
"777","anc2",33,22,"B06_36",2.5748978437322,"gr.sat"
"778","anc2",33,22,"C10_36",1.63928403272856,"gr.sat"
"779","anc2",33,22,"E05_36",1.51307645816154,"gr.sat"
"780","anc2",33,22,"F10_36",1.73901383336648,"gr.sat"
"781","anc2",33,28,"B06_51",2.53038155167729,"gr.sat"
"782","anc2",33,28,"C10_51",2.49980391065505,"gr.sat"
"783","anc2",33,28,"E05_51",2.52379282360421,"gr.sat"
"784","anc2",33,28,"F10_51",2.28976140089974,"gr.sat"
"785","anc2",33,34,"B06_66",4.09850445984133,"gr.sat"
"786","anc2",33,34,"C10_66",3.56197872153747,"gr.sat"
"787","anc2",33,34,"E05_66",4.00796764052776,"gr.sat"
"788","anc2",33,34,"F10_66",3.46364518569815,"gr.sat"
"789","anc2",33,40,"B06_81",-0.675692523520479,"gr"
"790","anc2",33,40,"C10_81",-0.651282306235778,"gr"
"791","anc2",33,40,"E05_81",-0.585591672511774,"gr"
"792","anc2",33,40,"F10_81",-0.62190635867871,"gr"
"793","anc3",34,10,"B07_11",0.300178221328758,"gr"
"794","anc3",34,10,"C06_11",0.522763276976919,"gr.lag"
"795","anc3",34,10,"D07_11",0.378298127404043,"gr"
"796","anc3",34,10,"F05_11",0.441581315183673,"gr"
"797","anc3",34,16,"B07_26",1.29524295155257,"gr.sat"
"798","anc3",34,16,"C06_26",1.17246941343031,"gr.sat"
"799","anc3",34,16,"D07_26",0.609737958270736,"gr"
"800","anc3",34,16,"F05_26",0.520666786479762,"gr"
"801","anc3",34,22,"B07_41",1.59145041876218,"gr.sat"
"802","anc3",34,22,"C06_41",1.43597644183021,"gr.sat"
"803","anc3",34,22,"D07_41",1.41317067719845,"gr.sat"
"804","anc3",34,22,"F05_41",1.59493280296677,"gr.sat"
"805","anc3",34,28,"B07_56",2.90519380640864,"gr.sat"
"806","anc3",34,28,"C06_56",3.37281058380072,"gr.sat"
"807","anc3",34,28,"D07_56",2.25027276785133,"gr.sat"
"808","anc3",34,28,"F05_56",2.27753761895974,"gr.sat"
"809","anc3",34,34,"B07_71",4.02609360784361,"gr.sat"
"810","anc3",34,34,"C06_71",3.90307041752243,"gr.sat"
"811","anc3",34,34,"D07_71",2.70574615015557,"gr.sat"
"812","anc3",34,34,"F05_71",2.71074405197575,"gr.sat"
"813","anc3",34,40,"B07_86",-0.437851766986932,"gr"
"814","anc3",34,40,"C06_86",-0.510716956861766,"gr"
"815","anc3",34,40,"D07_86",-0.488777540514124,"gr"
"816","anc3",34,40,"F05_86",-0.429086721878777,"gr"
"817","anc4",35,10,"B11_11",0.360764336020734,"gr"
"818","anc4",35,10,"D04_11",0.414400107826372,"gr"
"819","anc4",35,10,"E02_11",0.42480394614438,"gr"
"820","anc4",35,10,"F06_11",0.371892114807694,"gr"
"821","anc4",35,16,"B11_26",1.13042204258163,"gr.sat"
"822","anc4",35,16,"D04_26",1.05091727264299,"gr.sat"
"823","anc4",35,16,"E02_26",1.00249719309274,"gr.sat"
"824","anc4",35,16,"F06_26",1.07745516396819,"gr.sat"
"825","anc4",35,22,"B11_41",0.950859606873394,"gr.sat"
"826","anc4",35,22,"D04_41",0.866985185447042,"gr.sat"
"827","anc4",35,22,"E02_41",0.973743817761199,"gr.sat"
"828","anc4",35,22,"F06_41",0.840322942022122,"gr.sat"
"829","anc4",35,28,"B11_56",2.78322695073276,"gr.sat"
"830","anc4",35,28,"D04_56",3.09088890755892,"gr.sat"
"831","anc4",35,28,"E02_56",1.71444099567176,"gr.sat"
"832","anc4",35,28,"F06_56",3.77477540674477,"gr.sat"
"833","anc4",35,34,"B11_71",3.338386078318,"gr.sat"
"834","anc4",35,34,"D04_71",2.80969965515215,"gr.sat"
"835","anc4",35,34,"E02_71",2.07135832520839,"gr.sat"
"836","anc4",35,34,"F06_71",2.81734741590869,"gr.sat"
"837","anc4",35,40,"B11_86",-0.88960747025477,"gr"
"838","anc4",35,40,"D04_86",1e-04,"gr.lagsat"
"839","anc4",35,40,"E02_86",-0.853558246941639,"gr"
"840","anc4",35,40,"F06_86",-0.943469716245672,"gr"
"841","anc5",36,10,"B08_1",0.218644446199204,"gr"
"842","anc5",36,10,"C11_1",0.274364384865782,"gr"
"843","anc5",36,10,"E07_1",0.210308858323215,"gr"
"844","anc5",36,10,"F05_1",0.191800012685682,"gr"
"845","anc5",36,16,"B08_16",1.06450189280042,"gr.sat"
"846","anc5",36,16,"C11_16",1.08227349954848,"gr.sat"
"847","anc5",36,16,"E07_16",1.01554444381436,"gr.sat"
"848","anc5",36,16,"F05_16",1.22362234707823,"gr.sat"
"849","anc5",36,22,"B08_31",1.63478332636374,"gr.sat"
"850","anc5",36,22,"C11_31",2.21966926569444,"gr.sat"
"851","anc5",36,22,"E07_31",1.68482233748776,"gr.sat"
"852","anc5",36,22,"F05_31",1.81991152109263,"gr.sat"
"853","anc5",36,28,"B08_46",3.17572805744691,"gr.sat"
"854","anc5",36,28,"C11_46",3.4853827163817,"gr.sat"
"855","anc5",36,28,"E07_46",2.65843229873003,"gr.sat"
"856","anc5",36,28,"F05_46",2.17666564374793,"gr.sat"
"857","anc5",36,34,"B08_61",3.73980199571946,"gr.sat"
"858","anc5",36,34,"C11_61",4.30755510821305,"gr.sat"
"859","anc5",36,34,"E07_61",3.86533204954479,"gr.sat"
"860","anc5",36,34,"F05_61",3.57104061295853,"gr.sat"
"861","anc5",36,40,"B08_76",-0.654328082278375,"gr"
"862","anc5",36,40,"C11_76",-0.566433634675326,"gr"
"863","anc5",36,40,"E07_76",-0.713679516541336,"gr"
"864","anc5",36,40,"F05_76",-0.610176598388471,"gr"
"865","cc1629",37,10,"B10_1",0.135581783770378,"gr"
"866","cc1629",37,10,"C08_1",0.0934195035919066,"gr"
"867","cc1629",37,10,"E04_1",0.123697260638467,"gr"
"868","cc1629",37,10,"F09_1",0.160904633408169,"gr"
"869","cc1629",37,16,"B10_16",0.563813808076018,"gr.sat"
"870","cc1629",37,16,"C08_16",0.592899463809749,"gr.sat"
"871","cc1629",37,16,"E04_16",0.612217498213721,"gr.sat"
"872","cc1629",37,16,"F09_16",0.640959217248573,"gr.sat"
"873","cc1629",37,22,"B10_31",2.1010937265268,"gr.lagsat"
"874","cc1629",37,22,"C08_31",1.2749099895273,"gr.sat"
"875","cc1629",37,22,"E04_31",1.37085686434731,"gr.sat"
"876","cc1629",37,22,"F09_31",1.42718793993546,"gr.sat"
"877","cc1629",37,28,"B10_46",2.54432908504824,"gr.sat"
"878","cc1629",37,28,"C08_46",2.29244482634242,"gr.sat"
"879","cc1629",37,28,"E04_46",2.09117009505316,"gr.sat"
"880","cc1629",37,28,"F09_46",-0.182544121426897,"gr"
"881","cc1629",37,34,"B10_61",-0.162983090535764,"gr"
"882","cc1629",37,34,"C08_61",3.24169407816217,"gr.sat"
"883","cc1629",37,34,"E04_61",2.23456438058567,"gr.sat"
"884","cc1629",37,34,"F09_61",2.43140827864038,"gr.sat"
"885","cc1629",37,40,"B10_76",-0.264993417041971,"gr"
"886","cc1629",37,40,"C08_76",-0.37422789831017,"gr"
"887","cc1629",37,40,"E04_76",-0.642958302420754,"gr"
"888","cc1629",37,40,"F09_76",-0.324971618207683,"gr"
"889","cc1690",38,10,"B04_11",0.456401243362955,"gr"
"890","cc1690",38,10,"C05_11",0.419852669436391,"gr"
"891","cc1690",38,10,"E05_11",0.524633027616131,"gr.lag"
"892","cc1690",38,10,"F07_11",0.487375501363343,"gr.lag"
"893","cc1690",38,16,"B04_26",0.615417959900234,"gr"
"894","cc1690",38,16,"C05_26",0.6073153180603,"gr"
"895","cc1690",38,16,"E05_26",0.571764364236465,"gr"
"896","cc1690",38,16,"F07_26",0.999855760503874,"gr.sat"
"897","cc1690",38,22,"B04_41",2.15944188453018,"gr.sat"
"898","cc1690",38,22,"C05_41",1.90690306271443,"gr.sat"
"899","cc1690",38,22,"E05_41",1.45235940565129,"gr.sat"
"900","cc1690",38,22,"F07_41",1.82727924620132,"gr.sat"
"901","cc1690",38,28,"B04_56",2.64392464100879,"gr.sat"
"902","cc1690",38,28,"C05_56",2.7369131305426,"gr.sat"
"903","cc1690",38,28,"E05_56",3.46838341446415,"gr.sat"
"904","cc1690",38,28,"F07_56",3.11222234776016,"gr.sat"
"905","cc1690",38,34,"B04_71",4.40889677706403,"gr.lagsat"
"906","cc1690",38,34,"C05_71",3.84512889657924,"gr.sat"
"907","cc1690",38,34,"E05_71",2.74237216318615,"gr.sat"
"908","cc1690",38,34,"F07_71",2.41382278350795,"gr.sat"
"909","cc1690",38,40,"B04_86",-0.576167437453744,"gr"
"910","cc1690",38,40,"C05_86",-0.577216614779685,"gr"
"911","cc1690",38,40,"E05_86",-0.895271016057461,"gr"
"912","cc1690",38,40,"F07_86",-0.666948241142986,"gr"
