"","Sp.id","nit","id","r.exp"
"1","Synechococcus",1,"1.1",0.00144205008832231
"2","Synechococcus",1,"1.2",-0.0699597691799408
"3","Synechococcus",1,"2.3",-0.0290116496207813
"4","Synechococcus",1,"2.4",0.0554151271994197
"5","Synechococcus",2,"1.1",0.053723991503136
"6","Synechococcus",2,"1.2",0.04415064230439
"7","Synechococcus",2,"2.3",-0.171747700235902
"8","Synechococcus",2,"2.4",-0.0948767156090482
"9","Synechococcus",4,"1.1",-0.0750072076532499
"10","Synechococcus",4,"1.2",-0.0195116348325275
"11","Synechococcus",4,"2.3",0.0901884621446578
"12","Synechococcus",4,"2.4",0.0467075687506553
"13","Synechococcus",10,"1.1",0.054547310822142
"14","Synechococcus",10,"1.2",0.151276928502151
"15","Synechococcus",10,"2.3",0.280515828610097
"16","Synechococcus",10,"2.4",0.62211248779541
"17","Synechococcus",20,"1.1",-0.0336557627224223
"18","Synechococcus",20,"1.2",0.0555971428735974
"19","Synechococcus",20,"2.3",NA
"20","Synechococcus",20,"2.4",0.123422860627258
"21","Synechococcus",40,"1.1",0.033433617269113
"22","Synechococcus",40,"1.2",-0.0633766779575975
"23","Synechococcus",40,"2.3",0.157702213965175
"24","Synechococcus",40,"2.4",-0.0413982879132253
"25","Synechococcus",60,"1.1",-0.0553202686376465
"26","Synechococcus",60,"1.2",-0.129508976639602
"27","Synechococcus",60,"2.3",0.182822439889679
"28","Synechococcus",60,"2.4",0.00254501782631607
"29","Synechococcus",200,"1.1",-0.0529863572834386
"30","Synechococcus",200,"1.2",0.0467073186563031
"31","Synechococcus",200,"2.3",-0.105314738980392
"32","Synechococcus",200,"2.4",0.580748625616495
"33","Synechococcus",500,"1.1",0.210718099776436
"34","Synechococcus",500,"1.2",0.0985868211787435
"35","Synechococcus",500,"2.3",0.0509879141376458
"36","Synechococcus",500,"2.4",0.555128503342866
"37","Synechococcus",1000,"1.1",0.550872342413377
"38","Synechococcus",1000,"1.2",0.426009161350795
"39","Synechococcus",1000,"2.3",0.446074437729218
"40","Synechococcus",1000,"2.4",0.918438646540053
"41","Kirchneriella_subcapitata",1,"1.1",0.22239711807827
"42","Kirchneriella_subcapitata",1,"1.2",0.323768982887921
"43","Kirchneriella_subcapitata",1,"2.4",0.519032483623352
"44","Kirchneriella_subcapitata",1,"2.3",0.665690976360778
"45","Kirchneriella_subcapitata",2,"1.1",0.454593079026
"46","Kirchneriella_subcapitata",2,"1.2",0.511647285926163
"47","Kirchneriella_subcapitata",2,"2.4",0.72881736717491
"48","Kirchneriella_subcapitata",2,"2.3",0.695247633045848
"49","Kirchneriella_subcapitata",4,"1.1",0.0957832210577296
"50","Kirchneriella_subcapitata",4,"1.2",0.174389773592679
"51","Kirchneriella_subcapitata",4,"2.4",0.455373171734751
"52","Kirchneriella_subcapitata",4,"2.3",0.35082509458684
"53","Kirchneriella_subcapitata",10,"1.1",0.23263536245279
"54","Kirchneriella_subcapitata",10,"1.2",0.308197888212323
"55","Kirchneriella_subcapitata",10,"2.4",0.517006320246975
"56","Kirchneriella_subcapitata",10,"2.3",0.530955769016335
"57","Kirchneriella_subcapitata",20,"1.1",0.222092152396765
"58","Kirchneriella_subcapitata",20,"1.2",0.218885419685107
"59","Kirchneriella_subcapitata",20,"2.4",0.40598270749523
"60","Kirchneriella_subcapitata",20,"2.3",0.197396435095223
"61","Kirchneriella_subcapitata",40,"1.1",0.423508829848877
"62","Kirchneriella_subcapitata",40,"1.2",0.404444721728797
"63","Kirchneriella_subcapitata",40,"2.4",0.683729515182644
"64","Kirchneriella_subcapitata",40,"2.3",0.474326864772554
"65","Kirchneriella_subcapitata",60,"1.1",0.278420748957264
"66","Kirchneriella_subcapitata",60,"1.2",0.365408042633187
"67","Kirchneriella_subcapitata",60,"2.4",0.457355527780802
"68","Kirchneriella_subcapitata",60,"2.3",0.277498118077098
"69","Kirchneriella_subcapitata",200,"1.1",0.138558533907397
"70","Kirchneriella_subcapitata",200,"1.2",0.134393894565224
"71","Kirchneriella_subcapitata",200,"2.4",0.693477911767808
"72","Kirchneriella_subcapitata",200,"2.3",0.642300299561445
"73","Kirchneriella_subcapitata",500,"1.1",0.283173303591648
"74","Kirchneriella_subcapitata",500,"1.2",0.475162833169789
"75","Kirchneriella_subcapitata",500,"2.4",0.509582145393735
"76","Kirchneriella_subcapitata",500,"2.3",0.614541241155987
"77","Kirchneriella_subcapitata",1000,"1.1",0.253712780668541
"78","Kirchneriella_subcapitata",1000,"1.2",0.293949979618112
"79","Kirchneriella_subcapitata",1000,"2.4",0.624734078780915
"80","Kirchneriella_subcapitata",1000,"2.3",0.563796342466101
"81","Microcystis_aeruginosa",1,"1.1",-0.0741239604574827
"82","Microcystis_aeruginosa",1,"1.2",0.0539123788988062
"83","Microcystis_aeruginosa",1,"2.4",NA
"84","Microcystis_aeruginosa",1,"2.3",0.371015849707858
"85","Microcystis_aeruginosa",2,"1.1",-0.075368189366657
"86","Microcystis_aeruginosa",2,"1.2",-0.0763902581048754
"87","Microcystis_aeruginosa",2,"2.4",0.015116296542639
"88","Microcystis_aeruginosa",2,"2.3",NA
"89","Microcystis_aeruginosa",4,"1.1",0.17777557652323
"90","Microcystis_aeruginosa",4,"1.2",0.166234333890075
"91","Microcystis_aeruginosa",4,"2.4",0.00439711410417061
"92","Microcystis_aeruginosa",4,"2.3",-0.115656224711808
"93","Microcystis_aeruginosa",10,"1.1",0.0838512681466223
"94","Microcystis_aeruginosa",10,"1.2",-0.165465264768416
"95","Microcystis_aeruginosa",10,"2.4",0.163662410926423
"96","Microcystis_aeruginosa",10,"2.3",-0.194156845680435
"97","Microcystis_aeruginosa",20,"1.1",0.101671906280225
"98","Microcystis_aeruginosa",20,"1.2",0.107524279924912
"99","Microcystis_aeruginosa",20,"2.4",0.0976446273693317
"100","Microcystis_aeruginosa",20,"2.3",-0.153457925824426
"101","Microcystis_aeruginosa",40,"1.1",-0.0871769310379511
"102","Microcystis_aeruginosa",40,"1.2",0.0486482792267401
"103","Microcystis_aeruginosa",40,"2.4",-0.0428894622196677
"104","Microcystis_aeruginosa",40,"2.3",0.107473050538112
"105","Microcystis_aeruginosa",60,"1.1",-0.109019097273177
"106","Microcystis_aeruginosa",60,"1.2",0.0279374654228936
"107","Microcystis_aeruginosa",60,"2.4",0.212860211762242
"108","Microcystis_aeruginosa",60,"2.3",NA
"109","Microcystis_aeruginosa",200,"1.1",0.0349895560828456
"110","Microcystis_aeruginosa",200,"1.2",0.0779364299826623
"111","Microcystis_aeruginosa",200,"2.4",-0.0380269101557022
"112","Microcystis_aeruginosa",200,"2.3",-0.00439826884969073
"113","Microcystis_aeruginosa",500,"1.1",9.07951837128596e-10
"114","Microcystis_aeruginosa",500,"1.2",0.0105264740085169
"115","Microcystis_aeruginosa",500,"2.4",0.314194310317947
"116","Microcystis_aeruginosa",500,"2.3",0.213382135556929
"117","Microcystis_aeruginosa",1000,"1.1",0.161429438739186
"118","Microcystis_aeruginosa",1000,"1.2",0.107736207350583
"119","Microcystis_aeruginosa",1000,"2.4",0.256197385424229
"120","Microcystis_aeruginosa",1000,"2.3",0.36938353704831
"121","Pediastrum_boryanum",1,"1.1",0.246763655431509
"122","Pediastrum_boryanum",1,"1.2",0.336973191746678
"123","Pediastrum_boryanum",1,"2.3",0.367922456693362
"124","Pediastrum_boryanum",1,"2.4",0.522068326344328
"125","Pediastrum_boryanum",2,"1.1",0.321780496333416
"126","Pediastrum_boryanum",2,"1.2",0.185892399055964
"127","Pediastrum_boryanum",2,"2.3",0.307455933763928
"128","Pediastrum_boryanum",2,"2.4",0.450137750595033
"129","Pediastrum_boryanum",4,"1.1",0.24062259175018
"130","Pediastrum_boryanum",4,"1.2",0.355043350844385
"131","Pediastrum_boryanum",4,"2.3",0.48829908365859
"132","Pediastrum_boryanum",4,"2.4",0.524957293526094
"133","Pediastrum_boryanum",10,"1.1",0.189715860858017
"134","Pediastrum_boryanum",10,"1.2",0.353502007564665
"135","Pediastrum_boryanum",10,"2.3",0.483166607171658
"136","Pediastrum_boryanum",10,"2.4",0.427641026850435
"137","Pediastrum_boryanum",20,"1.1",0.210098360163561
"138","Pediastrum_boryanum",20,"1.2",0.29196644330161
"139","Pediastrum_boryanum",20,"2.3",0.0490486449219171
"140","Pediastrum_boryanum",20,"2.4",0.278221139629802
"141","Pediastrum_boryanum",40,"1.1",0.241110260771201
"142","Pediastrum_boryanum",40,"1.2",0.517755898106925
"143","Pediastrum_boryanum",40,"2.3",0.341674344425907
"144","Pediastrum_boryanum",40,"2.4",0.623385949568181
"145","Pediastrum_boryanum",60,"1.1",0.440437746867711
"146","Pediastrum_boryanum",60,"1.2",0.321112977382781
"147","Pediastrum_boryanum",60,"2.3",0.328260654622348
"148","Pediastrum_boryanum",60,"2.4",0.150898715710265
"149","Pediastrum_boryanum",200,"1.1",0.191142668494168
"150","Pediastrum_boryanum",200,"1.2",0.125519796620822
"151","Pediastrum_boryanum",200,"2.3",0.340904602506833
"152","Pediastrum_boryanum",200,"2.4",0.214730717289816
"153","Pediastrum_boryanum",500,"1.1",0.26476652718155
"154","Pediastrum_boryanum",500,"1.2",0.318686886046842
"155","Pediastrum_boryanum",500,"2.3",0.357512310298976
"156","Pediastrum_boryanum",500,"2.4",0.342957281460721
"157","Pediastrum_boryanum",1000,"1.1",0.413136177367812
"158","Pediastrum_boryanum",1000,"1.2",0.415556253782918
"159","Pediastrum_boryanum",1000,"2.3",0.455365103593988
"160","Pediastrum_boryanum",1000,"2.4",0.43986020586776
"161","Cyclotella_meneghiniana",1,"1.1",0.0821398090103817
"162","Cyclotella_meneghiniana",1,"1.2",0.175561432062774
"163","Cyclotella_meneghiniana",1,"2.3",0.410180105624398
"164","Cyclotella_meneghiniana",1,"2.4",0.902514942413661
"165","Cyclotella_meneghiniana",2,"1.1",0.468295713387655
"166","Cyclotella_meneghiniana",2,"1.2",0.529193413498151
"167","Cyclotella_meneghiniana",2,"2.3",0.398845640367453
"168","Cyclotella_meneghiniana",2,"2.4",0.315377417841068
"169","Cyclotella_meneghiniana",4,"1.1",0.164963550834109
"170","Cyclotella_meneghiniana",4,"1.2",0.269027797387074
"171","Cyclotella_meneghiniana",4,"2.3",0.0862351699663379
"172","Cyclotella_meneghiniana",4,"2.4",0.381988982814821
"173","Cyclotella_meneghiniana",10,"1.1",0.18678198398332
"174","Cyclotella_meneghiniana",10,"1.2",0.156961761564383
"175","Cyclotella_meneghiniana",10,"2.3",0.636691969989163
"176","Cyclotella_meneghiniana",10,"2.4",-0.202980704271586
"177","Cyclotella_meneghiniana",20,"1.1",0.307595521352642
"178","Cyclotella_meneghiniana",20,"1.2",0.258790707998694
"179","Cyclotella_meneghiniana",20,"2.3",0.296359467452035
"180","Cyclotella_meneghiniana",20,"2.4",0.354246930382964
"181","Cyclotella_meneghiniana",40,"1.1",0.340135637403518
"182","Cyclotella_meneghiniana",40,"1.2",0.152662414331432
"183","Cyclotella_meneghiniana",40,"2.3",0.128387418152187
"184","Cyclotella_meneghiniana",40,"2.4",0.358373107081013
"185","Cyclotella_meneghiniana",60,"1.1",0.0592111567560341
"186","Cyclotella_meneghiniana",60,"1.2",0.278808961878319
"187","Cyclotella_meneghiniana",60,"2.3",0.0164426226088253
"188","Cyclotella_meneghiniana",60,"2.4",-0.0247121266098613
"189","Cyclotella_meneghiniana",200,"1.1",-0.0946411069447585
"190","Cyclotella_meneghiniana",200,"1.2",0.132701011539419
"191","Cyclotella_meneghiniana",200,"2.3",0.175734779110452
"192","Cyclotella_meneghiniana",200,"2.4",0.459115134571549
"193","Cyclotella_meneghiniana",500,"1.1",-0.0645146235500675
"194","Cyclotella_meneghiniana",500,"1.2",0.157419436757673
"195","Cyclotella_meneghiniana",500,"2.3",0.152257408661695
"196","Cyclotella_meneghiniana",500,"2.4",0.216466694486918
"197","Cyclotella_meneghiniana",1000,"1.1",0.176796607785739
"198","Cyclotella_meneghiniana",1000,"1.2",0.241862856706861
"199","Cyclotella_meneghiniana",1000,"2.3",NA
"200","Cyclotella_meneghiniana",1000,"2.4",0.677829097609458
"201","Scenedesmus_acuminatus",1,"1.1",0.65056237502684
"202","Scenedesmus_acuminatus",1,"1.2",0.440783433922549
"203","Scenedesmus_acuminatus",1,"2.3",0.431011343684659
"204","Scenedesmus_acuminatus",1,"2.4",0.723711752311681
"205","Scenedesmus_acuminatus",2,"1.1",0.498015350486156
"206","Scenedesmus_acuminatus",2,"1.2",0.473423170703651
"207","Scenedesmus_acuminatus",2,"2.3",0.602035893423507
"208","Scenedesmus_acuminatus",2,"2.4",0.750215029700091
"209","Scenedesmus_acuminatus",4,"1.1",0.455519027541401
"210","Scenedesmus_acuminatus",4,"1.2",0.415676344064915
"211","Scenedesmus_acuminatus",4,"2.3",0.751042510561297
"212","Scenedesmus_acuminatus",4,"2.4",0.541172138247575
"213","Scenedesmus_acuminatus",10,"1.1",0.405435235330194
"214","Scenedesmus_acuminatus",10,"1.2",0.508118912860363
"215","Scenedesmus_acuminatus",10,"2.3",0.620488214632195
"216","Scenedesmus_acuminatus",10,"2.4",0.849405785831697
"217","Scenedesmus_acuminatus",20,"1.1",0.45530091044704
"218","Scenedesmus_acuminatus",20,"1.2",0.428311032171685
"219","Scenedesmus_acuminatus",20,"2.3",0.659346033223927
"220","Scenedesmus_acuminatus",20,"2.4",0.555181505290254
"221","Scenedesmus_acuminatus",40,"1.1",0.51502583052832
"222","Scenedesmus_acuminatus",40,"1.2",0.537995273295347
"223","Scenedesmus_acuminatus",40,"2.3",0.513334522528181
"224","Scenedesmus_acuminatus",40,"2.4",0.794236575380082
"225","Scenedesmus_acuminatus",60,"1.1",0.446632431641113
"226","Scenedesmus_acuminatus",60,"1.2",0.478562574185028
"227","Scenedesmus_acuminatus",60,"2.3",0.504948664116045
"228","Scenedesmus_acuminatus",60,"2.4",0.586492501255109
"229","Scenedesmus_acuminatus",200,"1.1",0.291328826940738
"230","Scenedesmus_acuminatus",200,"1.2",0.353180397055616
"231","Scenedesmus_acuminatus",200,"2.3",0.559475881016056
"232","Scenedesmus_acuminatus",200,"2.4",0.471569049249098
"233","Scenedesmus_acuminatus",500,"1.1",0.549457536100927
"234","Scenedesmus_acuminatus",500,"1.2",0.580261412618159
"235","Scenedesmus_acuminatus",500,"2.3",0.398508970740552
"236","Scenedesmus_acuminatus",500,"2.4",0.562809273297744
"237","Scenedesmus_acuminatus",1000,"1.1",0.412149902452705
"238","Scenedesmus_acuminatus",1000,"1.2",0.495343661115097
"239","Scenedesmus_acuminatus",1000,"2.3",0.622589771574571
"240","Scenedesmus_acuminatus",1000,"2.4",0.828314177283551
"241","Chlamydomonas_reinhardtii",1,"2.1",0.61361600593469
"242","Chlamydomonas_reinhardtii",2,"2.1",0.468042785072721
"243","Chlamydomonas_reinhardtii",4,"2.1",0.693561315682878
"244","Chlamydomonas_reinhardtii",10,"2.1",0.640681206022729
"245","Chlamydomonas_reinhardtii",20,"2.1",0.45621325471287
"246","Chlamydomonas_reinhardtii",40,"2.1",0.807400354157448
"247","Chlamydomonas_reinhardtii",60,"2.1",0.641044025288909
"248","Chlamydomonas_reinhardtii",200,"2.1",0.793187657569921
"249","Chlamydomonas_reinhardtii",500,"2.1",0.940551118973446
"250","Chlamydomonas_reinhardtii",1000,"2.1",-0.238462332411843
"251","Chlamydomonas_reinhardtii",1000,"1.1",0.946931799404254
"252","Chlamydomonas_reinhardtii",1000,"3.1",1.24885276558801
"253","Chlamydomonas_reinhardtii",1000,"3.2",1.10185992025374
"254","Chlamydomonas_reinhardtii",1000,"3.3",1.04941194191337
