"population","light","well.ID","µ"
"anc4",50,"F06_18",0
"anc2",82.5,"B06_20",0
"26",82.5,"C06_20",0
"31",82.5,"D06_20",0
"18",82.5,"E06_20",0
"22",82.5,"F06_20",0
"20",82.5,"B06_21",0
"anc3",82.5,"C06_21",0
"5",82.5,"D06_21",0
"29",82.5,"E06_21",0
"anc4",82.5,"F06_21",0
"anc2",125,"B06_23",0
"26",125,"C06_23",0
"31",125,"D06_23",0
"18",125,"E06_23",0
"22",125,"F06_23",0
"20",125,"B06_24",0
"anc3",125,"C06_24",0
"5",125,"D06_24",0
"29",125,"E06_24",0
"anc4",125,"F06_24",0
"anc2",175,"B06_26",0
"26",175,"C06_26",0
"31",175,"D06_26",0
"18",175,"E06_26",0
"22",175,"F06_26",0
"20",175,"B06_27",0
"anc3",175,"C06_27",0
"5",175,"D06_27",0
"29",175,"E06_27",0
"anc4",175,"F06_27",0
"anc2",250,"B06_29",0
"26",250,"C06_29",0
"31",250,"D06_29",0
"18",250,"E06_29",0
"22",250,"F06_29",0
"20",250,"B06_30",0
"anc3",250,"C06_30",0
"5",250,"D06_30",0
"29",250,"E06_30",0
"anc4",250,"F06_30",0
"11",0.25,"B07_1",0
"11",0.25,"C07_1",0
"32",0.25,"D07_1",0
"anc5",0.25,"E07_1",0
"32",0.25,"F07_1",0
"11",12.5,"B07_10",0
"11",12.5,"C07_10",0
"32",12.5,"D07_10",0
"anc5",12.5,"E07_10",0
"32",12.5,"F07_10",0
"27",12.5,"B07_11",0
"27",12.5,"C07_11",0
"35",12.5,"D07_11",0
"17",12.5,"E07_11",0
"35",12.5,"F07_11",0
"anc3",12.5,"B07_12",0
"7",12.5,"C07_12",0
"anc3",12.5,"D07_12",0
"15",12.5,"E07_12",0
"cc1690",12.5,"F07_12",0
"11",27.5,"B07_13",0
"11",27.5,"C07_13",0
"32",27.5,"D07_13",0
"anc5",27.5,"E07_13",0
"32",27.5,"F07_13",0
"27",27.5,"B07_14",0
"27",27.5,"C07_14",0
"35",27.5,"D07_14",0
"17",27.5,"E07_14",0
"35",27.5,"F07_14",0
"anc3",27.5,"B07_15",0
"7",27.5,"C07_15",0
"anc3",27.5,"D07_15",0
"15",27.5,"E07_15",0
"cc1690",27.5,"F07_15",0
"11",50,"B07_16",0
"11",50,"C07_16",0
"32",50,"D07_16",0
"anc5",50,"E07_16",0
"32",50,"F07_16",0
"11",82.5,"B07_19",0
"11",82.5,"C07_19",0
"32",82.5,"D07_19",0
"anc5",82.5,"E07_19",0
"32",82.5,"F07_19",0
"27",0.25,"B07_2",0
"27",0.25,"C07_2",0
"35",0.25,"D07_2",0
"17",0.25,"E07_2",0
"35",0.25,"F07_2",0
"11",125,"B07_22",0
"11",125,"C07_22",0
"32",125,"D07_22",0
"anc5",125,"E07_22",0
"32",125,"F07_22",0
"11",175,"B07_25",0
"11",175,"C07_25",0
"32",175,"D07_25",0
"anc5",175,"E07_25",0
"32",175,"F07_25",0
"11",250,"B07_28",0
"11",250,"C07_28",0
"32",250,"D07_28",0
"anc5",250,"E07_28",0
"32",250,"F07_28",0
"anc3",0.25,"B07_3",0
"7",0.25,"C07_3",0
"anc3",0.25,"D07_3",0
"15",0.25,"E07_3",0
"cc1690",0.25,"F07_3",0
"11",1.5,"B07_4",0
"11",1.5,"C07_4",0
"32",1.5,"D07_4",0
"anc5",1.5,"E07_4",0
"32",1.5,"F07_4",0
"27",1.5,"B07_5",0
"27",1.5,"C07_5",0
"35",1.5,"D07_5",0
"17",1.5,"E07_5",0
"35",1.5,"F07_5",0
"anc3",1.5,"B07_6",0
"7",1.5,"C07_6",0
"anc3",1.5,"D07_6",0
"15",1.5,"E07_6",0
"cc1690",1.5,"F07_6",0
"11",5,"B07_7",0
"11",5,"C07_7",0
"32",5,"D07_7",0
"anc5",5,"E07_7",0
"32",5,"F07_7",0
"27",5,"B07_8",0
"27",5,"C07_8",0
"35",5,"D07_8",0
"17",5,"E07_8",0
"35",5,"F07_8",0
"anc3",5,"B07_9",0
"7",5,"C07_9",0
"anc3",5,"D07_9",0
"15",5,"E07_9",0
"cc1690",5,"F07_9",0
"27",50,"B07_17",0
"27",50,"C07_17",0
"35",50,"D07_17",0
"17",50,"E07_17",0
"35",50,"F07_17",0
"anc3",50,"B07_18",0
"7",50,"C07_18",0
"anc3",50,"D07_18",0
"15",50,"E07_18",0
"cc1690",50,"F07_18",0
"27",82.5,"B07_20",0
"27",82.5,"C07_20",0
"35",82.5,"D07_20",0
"17",82.5,"E07_20",0
"35",82.5,"F07_20",0
"anc3",82.5,"B07_21",0
"7",82.5,"C07_21",0
"anc3",82.5,"D07_21",0
"15",82.5,"E07_21",0
"cc1690",82.5,"F07_21",0
"27",125,"B07_23",0
"27",125,"C07_23",0
"35",125,"D07_23",0
"17",125,"E07_23",0
"35",125,"F07_23",0
"anc3",125,"B07_24",0
"7",125,"C07_24",0
"anc3",125,"D07_24",0
"15",125,"E07_24",0
"cc1690",125,"F07_24",0
"27",175,"B07_26",0
"27",175,"C07_26",0
"35",175,"D07_26",0
"17",175,"E07_26",0
"35",175,"F07_26",0
"anc3",175,"B07_27",0
"7",175,"C07_27",0
"anc3",175,"D07_27",0
"15",175,"E07_27",0
"cc1690",175,"F07_27",0
"27",250,"B07_29",0
"27",250,"C07_29",0
"35",250,"D07_29",0
"17",250,"E07_29",0
"35",250,"F07_29",0
"anc3",250,"B07_30",0
"7",250,"C07_30",0
"anc3",250,"D07_30",0
"15",250,"E07_30",0
"cc1690",250,"F07_30",0
"anc5",0.25,"B08_1",0
"32",0.25,"D08_1",0
"33",0.25,"E08_1",0
"14",0.25,"F08_1",0
"anc5",12.5,"B08_10",0
"32",12.5,"D08_10",0
"33",12.5,"E08_10",0
"14",12.5,"F08_10",0
"17",12.5,"B08_11",0
"2",12.5,"C08_11",0
"35",12.5,"D08_11",0
"9",12.5,"E08_11",0
"31",12.5,"F08_11",0
"7",12.5,"B08_12",0
"16",12.5,"C08_12",0
"20",12.5,"D08_12",0
"30",12.5,"E08_12",0
"10",12.5,"F08_12",0
"anc5",27.5,"B08_13",0
"32",27.5,"D08_13",0
"33",27.5,"E08_13",0
"14",27.5,"F08_13",0
"17",27.5,"B08_14",0
"2",27.5,"C08_14",0
"35",27.5,"D08_14",0
"9",27.5,"E08_14",0
"31",27.5,"F08_14",0
"7",27.5,"B08_15",0
"16",27.5,"C08_15",0
"20",27.5,"D08_15",0
"30",27.5,"E08_15",0
"10",27.5,"F08_15",0
"anc5",50,"B08_16",0
"32",50,"D08_16",0
"33",50,"E08_16",0
"14",50,"F08_16",0
"anc5",82.5,"B08_19",0
"32",82.5,"D08_19",0
"33",82.5,"E08_19",0
"14",82.5,"F08_19",0
"17",0.25,"B08_2",0
"2",0.25,"C08_2",0
"35",0.25,"D08_2",0
"9",0.25,"E08_2",0
"31",0.25,"F08_2",0
"anc5",125,"B08_22",0
"32",125,"D08_22",0
"33",125,"E08_22",0
"14",125,"F08_22",0
"anc5",175,"B08_25",0
"32",175,"D08_25",0
"33",175,"E08_25",0
"14",175,"F08_25",0
"anc5",250,"B08_28",0
"32",250,"D08_28",0
"33",250,"E08_28",0
"14",250,"F08_28",0
"7",0.25,"B08_3",0
"16",0.25,"C08_3",0
"20",0.25,"D08_3",0
"30",0.25,"E08_3",0
"10",0.25,"F08_3",0
"anc5",1.5,"B08_4",0
"32",1.5,"D08_4",0
"33",1.5,"E08_4",0
"14",1.5,"F08_4",0
"17",1.5,"B08_5",0
"2",1.5,"C08_5",0
"35",1.5,"D08_5",0
"9",1.5,"E08_5",0
"31",1.5,"F08_5",0
"7",1.5,"B08_6",0
"16",1.5,"C08_6",0
"20",1.5,"D08_6",0
"30",1.5,"E08_6",0
"10",1.5,"F08_6",0
"anc5",5,"B08_7",0
"32",5,"D08_7",0
"33",5,"E08_7",0
"14",5,"F08_7",0
"17",5,"B08_8",0
"2",5,"C08_8",0
"35",5,"D08_8",0
"9",5,"E08_8",0
"31",5,"F08_8",0
"7",5,"B08_9",0
"16",5,"C08_9",0
"20",5,"D08_9",0
"30",5,"E08_9",0
"10",5,"F08_9",0
"17",50,"B08_17",0
"2",50,"C08_17",0
"35",50,"D08_17",0
"9",50,"E08_17",0
"31",50,"F08_17",0
"7",50,"B08_18",0
"16",50,"C08_18",0
"20",50,"D08_18",0
"30",50,"E08_18",0
"10",50,"F08_18",0
"17",82.5,"B08_20",0
"2",82.5,"C08_20",0
"35",82.5,"D08_20",0
"9",82.5,"E08_20",0
"31",82.5,"F08_20",0
"7",82.5,"B08_21",0
"16",82.5,"C08_21",0
"20",82.5,"D08_21",0
"30",82.5,"E08_21",0
"10",82.5,"F08_21",0
"17",125,"B08_23",0
"2",125,"C08_23",0
"35",125,"D08_23",0
"9",125,"E08_23",0
"31",125,"F08_23",0
"7",125,"B08_24",0
"16",125,"C08_24",0
"20",125,"D08_24",0
"30",125,"E08_24",0
"10",125,"F08_24",0
"17",175,"B08_26",0
"2",175,"C08_26",0
"35",175,"D08_26",0
"9",175,"E08_26",0
"31",175,"F08_26",0
"7",175,"B08_27",0
"16",175,"C08_27",0
"20",175,"D08_27",0
"30",175,"E08_27",0
"10",175,"F08_27",0
"17",250,"B08_29",0
"2",250,"C08_29",0
"35",250,"D08_29",0
"9",250,"E08_29",0
"31",250,"F08_29",0
"7",250,"B08_30",0
"16",250,"C08_30",0
"20",250,"D08_30",0
"30",250,"E08_30",0
"10",250,"F08_30",0
"1",0.25,"B09_1",0
"6",0.25,"C09_1",0
"14",0.25,"D09_1",0
"6",0.25,"E09_1",0
"1",12.5,"B09_10",0
"6",12.5,"C09_10",0
"14",12.5,"D09_10",0
"6",12.5,"E09_10",0
"26",12.5,"B09_11",0
"21",12.5,"C09_11",0
"31",12.5,"D09_11",0
"21",12.5,"E09_11",0
"2",12.5,"F09_11",0
"5",12.5,"B09_12",0
"30",12.5,"C09_12",0
"3",12.5,"D09_12",0
"20",12.5,"E09_12",0
"3",12.5,"F09_12",0
"1",27.5,"B09_13",0
"6",27.5,"C09_13",0
"14",27.5,"D09_13",0
"6",27.5,"E09_13",0
"26",27.5,"B09_14",0
"21",27.5,"C09_14",0
"31",27.5,"D09_14",0
"21",27.5,"E09_14",0
"2",27.5,"F09_14",0
"5",27.5,"B09_15",0
"30",27.5,"C09_15",0
"3",27.5,"D09_15",0
"20",27.5,"E09_15",0
"3",27.5,"F09_15",0
"1",50,"B09_16",0
"6",50,"C09_16",0
"14",50,"D09_16",0
"6",50,"E09_16",0
"1",82.5,"B09_19",0
"6",82.5,"C09_19",0
"14",82.5,"D09_19",0
"6",82.5,"E09_19",0
"26",0.25,"B09_2",0
"21",0.25,"C09_2",0
"31",0.25,"D09_2",0
"21",0.25,"E09_2",0
"2",0.25,"F09_2",0
"1",125,"B09_22",0
"6",125,"C09_22",0
"14",125,"D09_22",0
"6",125,"E09_22",0
"1",175,"B09_25",0
"6",175,"C09_25",0
"14",175,"D09_25",0
"6",175,"E09_25",0
"1",250,"B09_28",0
"6",250,"C09_28",0
"14",250,"D09_28",0
"6",250,"E09_28",0
"5",0.25,"B09_3",0
"30",0.25,"C09_3",0
"3",0.25,"D09_3",0
"20",0.25,"E09_3",0
"3",0.25,"F09_3",0
"1",1.5,"B09_4",0
"6",1.5,"C09_4",0
"14",1.5,"D09_4",0
"6",1.5,"E09_4",0
"26",1.5,"B09_5",0
"21",1.5,"C09_5",0
"31",1.5,"D09_5",0
"21",1.5,"E09_5",0
"2",1.5,"F09_5",0
"5",1.5,"B09_6",0
"30",1.5,"C09_6",0
"3",1.5,"D09_6",0
"20",1.5,"E09_6",0
"3",1.5,"F09_6",0
"1",5,"B09_7",0
"6",5,"C09_7",0
"14",5,"D09_7",0
"6",5,"E09_7",0
"26",5,"B09_8",0
"21",5,"C09_8",0
"31",5,"D09_8",0
"21",5,"E09_8",0
"2",5,"F09_8",0
"5",5,"B09_9",0
"30",5,"C09_9",0
"3",5,"D09_9",0
"20",5,"E09_9",0
"3",5,"F09_9",0
"26",50,"B09_17",0
"21",50,"C09_17",0
"31",50,"D09_17",0
"21",50,"E09_17",0
"2",50,"F09_17",0
"5",50,"B09_18",0
"30",50,"C09_18",0
"3",50,"D09_18",0
"20",50,"E09_18",0
"3",50,"F09_18",0
"26",82.5,"B09_20",0
"21",82.5,"C09_20",0
"31",82.5,"D09_20",0
"21",82.5,"E09_20",0
"2",82.5,"F09_20",0
"5",82.5,"B09_21",0
"30",82.5,"C09_21",0
"3",82.5,"D09_21",0
"20",82.5,"E09_21",0
"3",82.5,"F09_21",0
"26",125,"B09_23",0
"21",125,"C09_23",0
"31",125,"D09_23",0
"21",125,"E09_23",0
"2",125,"F09_23",0
"5",125,"B09_24",0
"30",125,"C09_24",0
"3",125,"D09_24",0
"20",125,"E09_24",0
"3",125,"F09_24",0
"26",175,"B09_26",0
"21",175,"C09_26",0
"31",175,"D09_26",0
"21",175,"E09_26",0
"2",175,"F09_26",0
"5",175,"B09_27",0
"30",175,"C09_27",0
"3",175,"D09_27",0
"20",175,"E09_27",0
"3",175,"F09_27",0
"26",250,"B09_29",0
"21",250,"C09_29",0
"31",250,"D09_29",0
"21",250,"E09_29",0
"2",250,"F09_29",0
"5",250,"B09_30",0
"30",250,"C09_30",0
"3",250,"D09_30",0
"20",250,"E09_30",0
"3",250,"F09_30",0
"23",0.25,"C10_1",0
"19",0.25,"D10_1",0
"8",0.25,"E10_1",0
"23",0.25,"F10_1",0
"23",12.5,"C10_10",0
"19",12.5,"D10_10",0
"8",12.5,"E10_10",0
"23",12.5,"F10_10",0
"2",12.5,"B10_11",0
"anc2",12.5,"C10_11",0
"4",12.5,"D10_11",0
"22",12.5,"E10_11",0
"anc2",12.5,"F10_11",0
"29",12.5,"B10_12",0
"3",12.5,"C10_12",0
"7",12.5,"D10_12",0
"5",12.5,"E10_12",0
"23",27.5,"C10_13",0
"19",27.5,"D10_13",0
"8",27.5,"E10_13",0
"23",27.5,"F10_13",0
"2",27.5,"B10_14",0
"anc2",27.5,"C10_14",0
"4",27.5,"D10_14",0
"22",27.5,"E10_14",0
"anc2",27.5,"F10_14",0
"29",27.5,"B10_15",0
"3",27.5,"C10_15",0
"7",27.5,"D10_15",0
"5",27.5,"E10_15",0
"23",50,"C10_16",0
"19",50,"D10_16",0
"8",50,"E10_16",0
"23",50,"F10_16",0
"23",82.5,"C10_19",0
"19",82.5,"D10_19",0
"8",82.5,"E10_19",0
"23",82.5,"F10_19",0
"2",0.25,"B10_2",0
"anc2",0.25,"C10_2",0
"4",0.25,"D10_2",0
"22",0.25,"E10_2",0
"anc2",0.25,"F10_2",0
"23",125,"C10_22",0
"19",125,"D10_22",0
"8",125,"E10_22",0
"23",125,"F10_22",0
"23",175,"C10_25",0
"19",175,"D10_25",0
"8",175,"E10_25",0
"23",175,"F10_25",0
"23",250,"C10_28",0
"19",250,"D10_28",0
"8",250,"E10_28",0
"23",250,"F10_28",0
"29",0.25,"B10_3",0
"3",0.25,"C10_3",0
"7",0.25,"D10_3",0
"5",0.25,"E10_3",0
"23",1.5,"C10_4",0
"19",1.5,"D10_4",0
"8",1.5,"E10_4",0
"23",1.5,"F10_4",0
"2",1.5,"B10_5",0
"anc2",1.5,"C10_5",0
"4",1.5,"D10_5",0
"22",1.5,"E10_5",0
"anc2",1.5,"F10_5",0
"29",1.5,"B10_6",0
"3",1.5,"C10_6",0
"7",1.5,"D10_6",0
"5",1.5,"E10_6",0
"23",5,"C10_7",0
"19",5,"D10_7",0
"8",5,"E10_7",0
"23",5,"F10_7",0
"2",5,"B10_8",0
"anc2",5,"C10_8",0
"4",5,"D10_8",0
"22",5,"E10_8",0
"anc2",5,"F10_8",0
"29",5,"B10_9",0
"3",5,"C10_9",0
"7",5,"D10_9",0
"5",5,"E10_9",0
"2",50,"B10_17",0
"anc2",50,"C10_17",0
"4",50,"D10_17",0
"22",50,"E10_17",0
"anc2",50,"F10_17",0
"29",50,"B10_18",0
"3",50,"C10_18",0
"7",50,"D10_18",0
"5",50,"E10_18",0
"2",82.5,"B10_20",0
"anc2",82.5,"C10_20",0
"4",82.5,"D10_20",0
"22",82.5,"E10_20",0
"anc2",82.5,"F10_20",0
"29",82.5,"B10_21",0
"3",82.5,"C10_21",0
"7",82.5,"D10_21",0
"5",82.5,"E10_21",0
"2",125,"B10_23",0
"anc2",125,"C10_23",0
"4",125,"D10_23",0
"22",125,"E10_23",0
"anc2",125,"F10_23",0
"29",125,"B10_24",0
"3",125,"C10_24",0
"7",125,"D10_24",0
"5",125,"E10_24",0
"2",175,"B10_26",0
"anc2",175,"C10_26",0
"4",175,"D10_26",0
"22",175,"E10_26",0
"anc2",175,"F10_26",0
"29",175,"B10_27",0
"3",175,"C10_27",0
"7",175,"D10_27",0
"5",175,"E10_27",0
"2",250,"B10_29",0
"anc2",250,"C10_29",0
"4",250,"D10_29",0
"22",250,"E10_29",0
"anc2",250,"F10_29",0
"29",250,"B10_30",0
"3",250,"C10_30",0
"7",250,"D10_30",0
"5",250,"E10_30",0
"24",0.25,"B11_1",0
"anc5",0.25,"C11_1",0
"11",0.25,"D11_1",0
"24",0.25,"E11_1",0
"1",0.25,"F11_1",0
"24",12.5,"B11_10",0
"anc5",12.5,"C11_10",0
"11",12.5,"D11_10",0
"24",12.5,"E11_10",0
"1",12.5,"F11_10",0
"18",12.5,"B11_11",0
"17",12.5,"C11_11",0
"27",12.5,"D11_11",0
"18",12.5,"E11_11",0
"26",12.5,"F11_11",0
"anc4",12.5,"B11_12",0
"15",12.5,"C11_12",0
"10",12.5,"D11_12",0
"16",12.5,"E11_12",0
"24",27.5,"B11_13",0
"anc5",27.5,"C11_13",0
"11",27.5,"D11_13",0
"24",27.5,"E11_13",0
"1",27.5,"F11_13",0
"18",27.5,"B11_14",0
"17",27.5,"C11_14",0
"27",27.5,"D11_14",0
"18",27.5,"E11_14",0
"26",27.5,"F11_14",0
"anc4",27.5,"B11_15",0
"15",27.5,"C11_15",0
"10",27.5,"D11_15",0
"16",27.5,"E11_15",0
"24",50,"B11_16",0
"anc5",50,"C11_16",0
"11",50,"D11_16",0
"24",50,"E11_16",0
"1",50,"F11_16",0
"24",82.5,"B11_19",0
"anc5",82.5,"C11_19",0
"11",82.5,"D11_19",0
"24",82.5,"E11_19",0
"1",82.5,"F11_19",0
"18",0.25,"B11_2",0
"17",0.25,"C11_2",0
"27",0.25,"D11_2",0
"18",0.25,"E11_2",0
"26",0.25,"F11_2",0
"24",125,"B11_22",0
"anc5",125,"C11_22",0
"11",125,"D11_22",0
"24",125,"E11_22",0
"1",125,"F11_22",0
"24",175,"B11_25",0
"anc5",175,"C11_25",0
"11",175,"D11_25",0
"24",175,"E11_25",0
"1",175,"F11_25",0
"24",250,"B11_28",0
"anc5",250,"C11_28",0
"11",250,"D11_28",0
"24",250,"E11_28",0
"1",250,"F11_28",0
"anc4",0.25,"B11_3",0
"15",0.25,"C11_3",0
"10",0.25,"D11_3",0
"16",0.25,"E11_3",0
"24",1.5,"B11_4",0
"anc5",1.5,"C11_4",0
"11",1.5,"D11_4",0
"24",1.5,"E11_4",0
"1",1.5,"F11_4",0
"18",1.5,"B11_5",0
"17",1.5,"C11_5",0
"27",1.5,"D11_5",0
"18",1.5,"E11_5",0
"26",1.5,"F11_5",0
"anc4",1.5,"B11_6",0
"15",1.5,"C11_6",0
"10",1.5,"D11_6",0
"16",1.5,"E11_6",0
"24",5,"B11_7",0
"anc5",5,"C11_7",0
"11",5,"D11_7",0
"24",5,"E11_7",0
"1",5,"F11_7",0
"18",5,"B11_8",0
"17",5,"C11_8",0
"27",5,"D11_8",0
"18",5,"E11_8",0
"26",5,"F11_8",0
"anc4",5,"B11_9",0
"15",5,"C11_9",0
"10",5,"D11_9",0
"16",5,"E11_9",0
"18",50,"B11_17",0
"17",50,"C11_17",0
"27",50,"D11_17",0
"18",50,"E11_17",0
"26",50,"F11_17",0
"anc4",50,"B11_18",0
"15",50,"C11_18",0
"10",50,"D11_18",0
"16",50,"E11_18",0
"18",82.5,"B11_20",0
"17",82.5,"C11_20",0
"27",82.5,"D11_20",0
"18",82.5,"E11_20",0
"26",82.5,"F11_20",0
"anc4",82.5,"B11_21",0
"15",82.5,"C11_21",0
"10",82.5,"D11_21",0
"16",82.5,"E11_21",0
"18",125,"B11_23",0
"17",125,"C11_23",0
"27",125,"D11_23",0
"18",125,"E11_23",0
"26",125,"F11_23",0
"anc4",125,"B11_24",0
"15",125,"C11_24",0
"10",125,"D11_24",0
"16",125,"E11_24",0
"18",175,"B11_26",0
"17",175,"C11_26",0
"27",175,"D11_26",0
"18",175,"E11_26",0
"26",175,"F11_26",0
"anc4",175,"B11_27",0
"15",175,"C11_27",0
"10",175,"D11_27",0
"16",175,"E11_27",0
"18",250,"B11_29",0
"17",250,"C11_29",0
"27",250,"D11_29",0
"18",250,"E11_29",0
"26",250,"F11_29",0
"anc4",250,"B11_30",0
"15",250,"C11_30",0
"10",250,"D11_30",0
"16",250,"E11_30",0
